"FCH4","TA","WTD","VPD","GPP_PI_F_NT_gC","SO4_pred_interp","TP_interp","DOC_interp","NH4_N_interp","NO3_NO2_N_interp","pH_interp","site"
-4.21556137611226,-19.7185627619425,NA,0.334829041113456,1.38162546777047,NA,NA,NA,NA,NA,NA,"Hogg"
-2.83248668257147,-22.1695826848348,NA,0.333948705034951,1.79929984159579,NA,NA,NA,NA,NA,NA,"Hogg"
-0.127883835385243,-28.7917287349701,NA,0.199511458476384,0.81132641538763,NA,NA,NA,NA,NA,NA,"Hogg"
11.1145745532853,-33.1166175274139,NA,0.129119025265917,-1.09160902915084,NA,NA,NA,NA,NA,NA,"Hogg"
33.6325041270918,-30.2705207268397,NA,0.191788716552158,-1.68715196949409,NA,NA,NA,NA,NA,NA,"Hogg"
5.6839927026341,-33.2952712774277,NA,0.154456490650773,0.163394769606024,NA,NA,NA,NA,NA,NA,"Hogg"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,-0.211695468425751,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,0.925791870802641,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,5.50721028447151,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,5.23414995272954,NA,9.33298229288172,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,8.41679231217131,NA,11.3610530743996,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,3.04029333587581,NA,7.02059543132782,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,2.02342241148775,NA,3.56120926141739,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,4.30108347985273,NA,7.18244948539328,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,10.4733350590104,NA,14.7689653635025,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,7.16246005892754,NA,10.0042430758476,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,4.17333302895228,NA,8.91356306274732,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,3.24740405594154,NA,7.99192707589332,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,3.17957767052576,NA,5.83038808437104,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,3.99054496921599,NA,4.91207400616258,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,5.14220973628107,NA,5.27764795223872,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,5.04495719075203,NA,5.66568280259768,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,4.19656332209706,NA,4.25503389288982,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,5.70362512084345,NA,6.27594272668163,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,10.6516016516834,NA,11.3540988552074,NA,NA,NA,NA,NA,NA,NA,"Young"
NA,14.4932701016466,NA,16.3606457859278,NA,137.790865384615,402.725024038462,17.9450320512821,13.3329326923077,2.90547275641026,9.10079326923077,"Young"
NA,15.7334803938866,NA,15.5047923326492,NA,139.40625,409.5165625,18.2004166666667,14.380625,2.71239583333333,9.0615625,"Young"
NA,14.811650911967,NA,14.9133138098615,NA,141.021634615385,416.308100961538,18.4558012820513,15.4283173076923,2.51931891025641,9.02233173076923,"Young"
NA,14.8504377106826,NA,16.7105220059554,NA,142.637019230769,423.099639423077,18.7111858974359,16.4760096153846,2.32624198717949,8.98310096153846,"Young"
NA,18.4435621698697,NA,22.7549209793409,NA,144.252403846154,429.891177884615,18.9665705128205,17.5237019230769,2.13316506410256,8.94387019230769,"Young"
NA,15.6277770289668,NA,16.8216075190791,NA,145.867788461538,436.682716346154,19.2219551282051,18.5713942307692,1.94008814102564,8.90463942307692,"Young"
NA,NA,NA,NA,NA,147.483173076923,443.474254807692,19.4773397435897,19.6190865384615,1.74701121794872,8.86540865384615,"Young"
NA,17.1963626861572,NA,22.3123560714722,NA,149.098557692308,450.265793269231,19.7327243589744,20.6667788461538,1.55393429487179,8.82617788461538,"Young"
NA,4.34807224075,NA,6.41435319312075,NA,150.713942307692,457.057331730769,19.988108974359,21.7144711538462,1.36085737179487,8.78694711538462,"Young"
NA,2.18577088912328,NA,2.89390532672405,NA,152.329326923077,463.848870192308,20.2434935897436,22.7621634615385,1.16778044871795,8.74771634615385,"Young"
NA,3.35808202375968,NA,5.63150310516357,NA,153.944711538462,470.640408653846,20.4988782051282,23.8098557692308,0.974703525641026,8.70848557692308,"Young"
NA,7.5386884311835,NA,6.79887396097183,NA,155.560096153846,477.431947115385,20.7542628205128,24.8575480769231,0.781626602564103,8.66925480769231,"Young"
NA,14.4290205637614,NA,12.4655926575263,NA,157.175480769231,484.223485576923,21.0096474358974,25.9052403846154,0.58854967948718,8.63002403846154,"Young"
NA,7.88575153797865,NA,5.81403123214841,NA,158.8272,493.604856,21.212192,25.790272,0.588512,8.63256,"Young"
1.78013800469009,3.35041581456123,NA,3.95748543490966,1.13114404672319,160.5168,505.686264,21.359648,24.463168,0.789728,8.67864,"Young"
6.13871158233711,5.30768812214956,NA,5.68631259848674,0.868638861706196,162.2064,517.767672,21.507104,23.136064,0.990944,8.72472,"Young"
34.5558426768281,10.6709695855776,NA,7.81491838031345,1.49797268003509,163.896,529.84908,21.65456,21.80896,1.19216,8.7708,"Young"
9.49153161360774,14.4520823160807,553.520833333333,8.71433032552401,2.06324699943541,165.5856,541.930488,21.802016,20.481856,1.393376,8.81688,"Young"
5.71732402740546,10.6298331518968,548.25,5.00845181196928,1.14831373436129,167.2752,554.011896,21.949472,19.154752,1.594592,8.86296,"Young"
10.5880076163693,14.9019793073336,543.291666666667,12.1138931332777,1.90106152714661,168.9648,566.093304,22.096928,17.827648,1.795808,8.90904,"Young"
8.85910703365279,18.4263750712077,538.854166666667,13.8343947529793,2.57252606777005,170.6544,578.174712,22.244384,16.500544,1.997024,8.95512,"Young"
13.205366389696,21.0481236126958,535.571428571429,16.0879943127535,3.46229223504018,172.3616,590.381968,22.393376,15.159616,2.200336,9.00168,"Young"
26.9197723979042,23.6999193827311,529.666666666667,17.6694351583719,3.59944554258952,174.0688,602.589224,22.542368,13.818688,2.403648,9.04824,"Young"
25.8880493799845,24.2675005594889,524.010416666667,18.1547656953335,3.16770350153446,175.7584,614.670632,22.689824,12.491584,2.604864,9.09432,"Young"
62.9596063256264,23.5525198380152,519.71875,19.3179660538832,3.17095629011329,177.448,626.75204,22.83728,11.16448,2.80608,9.1404,"Young"
38.0732596426299,18.9148546854655,512.895833333333,11.9414153595765,3.17513092490682,179.1376,638.833448,22.984736,9.837376,3.007296,9.18648,"Young"
31.1259034293039,14.4572499493758,509.9375,6.72893336166938,2.07237782332492,184.616071428571,636.026636904762,23.3369642857143,9.5792931547619,3.00124255952381,9.1953125,"Young"
32.9130306977492,19.8940823872884,503.34375,13.7434785713752,3.11130270187484,194.044642857143,617.69806547619,23.9026785714286,10.4357217261905,2.77909970238095,9.1653125,"Young"
23.3356555938721,16.3136266072591,525.947916666667,2.87453135102987,2.49881837427497,203.473214285714,599.369494047619,24.4683928571429,11.292150297619,2.5569568452381,9.1353125,"Young"
9.59032644828161,15.0701446533203,534.4375,2.05274824425578,2.68560887909514,212.901785714286,581.040922619048,25.0341071428571,12.1485788690476,2.33481398809524,9.1053125,"Young"
45.8886375427246,14.9739405314128,631.854166666667,1.90973231134315,3.04374434512304,222.330357142857,562.712351190476,25.5998214285714,13.0050074404762,2.11267113095238,9.0753125,"Young"
33.8735921553203,17.324249903361,759.875,8.93261211613814,2.7874893051142,231.758928571429,544.383779761905,26.1655357142857,13.8614360119048,1.89052827380952,9.0453125,"Young"
21.4430979797334,18.025458017985,792.239583333333,10.0990413961311,3.64199187556339,241.1875,526.055208333333,26.73125,14.7178645833333,1.66838541666667,9.0153125,"Young"
34.5900275147322,20.3133538564046,788.822916666667,13.7213151355584,3.91334273540242,250.616071428571,507.726636904762,27.2969642857143,15.5742931547619,1.44624255952381,8.9853125,"Young"
33.9830767144548,20.5902303059896,773.916666666667,12.9680233796438,3.85441287158252,260.044642857143,489.39806547619,27.8626785714286,16.4307217261905,1.22409970238095,8.9553125,"Young"
38.3404831318628,20.949977238973,750.8125,12.6547665496667,4.65673164515432,269.473214285714,471.069494047619,28.4283928571429,17.287150297619,1.0019568452381,8.9253125,"Young"
49.6899078051249,18.1217492421468,726.447916666667,11.784482528766,4.70069203960007,278.901785714286,452.740922619048,28.9941071428571,18.1435788690476,0.779813988095238,8.8953125,"Young"
54.0780238679477,13.9173755645752,707.927083333333,6.56172975401084,3.82797412531612,288.330357142857,434.412351190476,29.5598214285714,19.0000074404762,0.557671130952381,8.8653125,"Young"
41.9782332678636,15.1203117370605,694.739583333333,7.13398441431733,5.74743758015454,297.758928571429,416.083779761905,30.1255357142857,19.8564360119048,0.335528273809524,8.8353125,"Young"
9.94283491373062,12.0327523549398,681.9375,4.72283037565649,3.85598097183421,307.1875,397.755208333333,30.69125,20.7128645833333,0.113385416666667,8.8053125,"Young"
33.3856727144746,10.6758548617363,665.958333333333,5.92153555651506,3.81810408691613,312.489583333333,395.639538690476,31.1307217261905,21.9564136904762,0.39516369047619,8.75992559523809,"Young"
30.7559299546739,17.6098562876383,655.21875,11.8023166457812,5.72602293368746,313.489583333333,410.426681547619,31.4385788690476,23.603556547619,1.20230654761905,8.69849702380952,"Young"
59.5371189117432,19.1001440684001,644.989583333333,14.1073445777098,5.8430949148778,314.489583333333,425.213824404762,31.7464360119048,25.2506994047619,2.0094494047619,8.63706845238095,"Young"
12.0652930471632,16.62501146396,636.4375,10.6952769818934,5.3272713728764,315.489583333333,440.000967261905,32.0542931547619,26.8978422619048,2.81659226190476,8.57563988095238,"Young"
33.0410723005022,18.0916396776835,626.802083333333,10.8737367709478,7.29234955590184,316.489583333333,454.788110119048,32.362150297619,28.5449851190476,3.62373511904762,8.51421130952381,"Young"
24.9160334875709,18.7916673024495,615.833333333333,7.87760036687056,6.61912296833485,317.489583333333,469.57525297619,32.6700074404762,30.1921279761905,4.43087797619048,8.45278273809524,"Young"
27.8092913908117,17.5157915751139,618.291666666667,4.75712835788727,6.68834922518505,318.489583333333,484.362395833333,32.9778645833333,31.8392708333333,5.23802083333333,8.39135416666667,"Young"
38.0884017671858,17.8274377187093,610.03125,7.51519604834418,6.00247873218486,319.489583333333,499.149538690476,33.2857217261905,33.4864136904762,6.04516369047619,8.32992559523809,"Young"
58.3749870300293,20.9160213470459,601.583333333333,9.76448288559914,7.63551846686161,320.489583333333,513.936681547619,33.5935788690476,35.1335565476191,6.85230654761905,8.26849702380952,"Young"
50.8974304199219,22.45143699646,596.375,9.84384813408057,7.99621469946782,321.489583333333,528.723824404762,33.9014360119048,36.7806994047619,7.65944940476191,8.20706845238095,"Young"
71.7196916398548,22.579833984375,594.625,12.662201911211,8.62614372961056,322.489583333333,543.510967261905,34.2092931547619,38.4278422619048,8.46659226190476,8.14563988095238,"Young"
80.0350590158016,24.1433124542236,589.833333333333,13.3223665058613,8.76933902734857,323.489583333333,558.298110119048,34.517150297619,40.0749851190476,9.27373511904762,8.08421130952381,"Young"
77.5636674191089,23.9465827941895,586.40625,10.3760947883129,8.25376823246527,324.489583333333,573.08525297619,34.8250074404762,41.7221279761905,10.0808779761905,8.02278273809524,"Young"
115.199309682846,22.2773952484131,576.364583333333,9.07049331317345,9.13609019633905,325.489583333333,587.872395833333,35.1328645833333,43.3692708333333,10.8880208333333,7.96135416666667,"Young"
56.2248504863066,17.465248743693,570,4.67293430616458,8.38702339205316,325.615327380952,582.422961309524,35.1109523809524,43.1846726190476,10.9048363095238,7.97930803571429,"Young"
40.1725065994263,11.4312725067139,566.885416666667,4.62979717552662,7.00447369677807,324.829613095238,555.875818452381,34.7452380952381,41.0903869047619,10.097693452381,8.08002232142857,"Young"
102.231314394209,13.4266452590624,555.729166666667,5.34651980921626,5.96339500049812,324.043898809524,529.328675595238,34.3795238095238,38.9961011904762,9.29055059523809,8.18073660714286,"Young"
92.6363865164823,17.243418375651,552.239583333333,5.77549354483684,9.40901006425175,323.25818452381,502.781532738095,34.0138095238095,36.9018154761905,8.48340773809524,8.28145089285714,"Young"
69.6764203148919,20.609811147054,549.010416666667,9.00922056163351,10.4859453380817,322.472470238095,476.234389880952,33.6480952380952,34.8075297619048,7.67626488095238,8.38216517857143,"Young"
66.3012150526047,22.8697923024495,539.979166666667,12.0556282103062,10.7641286132185,321.686755952381,449.68724702381,33.282380952381,32.713244047619,6.86912202380952,8.48287946428571,"Young"
104.23643149099,23.6346035003662,534.947916666667,15.5909266024828,11.8015094897756,320.901041666667,423.140104166667,32.9166666666667,30.6189583333333,6.06197916666667,8.58359375,"Young"
90.1367724736532,19.7698351542155,522.9375,8.50971250236034,9.32705177813009,320.115327380952,396.592961309524,32.5509523809524,28.5246726190476,5.25483630952381,8.68430803571429,"Young"
59.0696610902485,18.2657305399577,520.34375,9.13727443168561,9.34890751597041,319.329613095238,370.045818452381,32.1852380952381,26.4303869047619,4.44769345238095,8.78502232142857,"Young"
105.935611009598,17.9750248988469,524.625,6.37783201621926,9.0951977791737,318.543898809524,343.498675595238,31.8195238095238,24.3361011904762,3.6405505952381,8.88573660714286,"Young"
78.5678308548466,20.6558586359024,523.208333333333,8.96581602477013,5.91316166728431,317.75818452381,316.951532738095,31.4538095238095,22.2418154761905,2.83340773809524,8.98645089285714,"Young"
86.1883101993137,22.8595415751139,519.416666666667,9.23238008220991,9.4415651391377,316.972470238095,290.404389880952,31.0880952380952,20.1475297619048,2.02626488095238,9.08716517857143,"Young"
92.8580052587721,22.6340223948161,519.614583333333,7.1411066899697,8.79079567126046,316.186755952381,263.85724702381,30.722380952381,18.053244047619,1.21912202380952,9.18787946428571,"Young"
79.4619661499472,24.0249786376953,503.354166666667,8.00332063188156,9.41055644161531,315.401041666667,237.310104166667,30.3566666666667,15.9589583333333,0.411979166666667,9.28859375,"Young"
60.0781284207883,18.0642077128092,500.114583333333,2.26369971657793,9.03606011935097,316.293898809524,225.773936011905,30.2154613095238,14.8788095238095,0.169605654761905,9.35503720238095,"Young"
67.7655976613363,17.6433556874593,513.802083333333,2.95005355030298,6.05935959309268,318.936755952381,229.887507440476,30.308318452381,14.8559523809524,0.516034226190476,9.38575148809524,"Young"
118.925167806221,20.9403928120931,532.15625,4.53411002208789,9.37343405917105,321.579613095238,234.001078869048,30.4011755952381,14.8330952380952,0.862462797619048,9.41646577380952,"Young"
110.934563577175,22.162335117658,509.572916666667,4.64693425912806,13.1063736709789,324.222470238095,238.114650297619,30.4940327380952,14.8102380952381,1.20889136904762,9.44718005952381,"Young"
95.4472665989653,20.7705014546712,499.6875,9.15278536081314,8.59622429061788,326.865327380952,242.22822172619,30.5868898809524,14.787380952381,1.55531994047619,9.4778943452381,"Young"
117.793551842372,18.3999983469645,496.71875,9.6835118830204,8.98674141471362,329.50818452381,246.341793154762,30.6797470238095,14.7645238095238,1.90174851190476,9.50860863095238,"Young"
93.7600458318537,18.6958961486816,488.479166666667,9.65041017532349,7.85581037090564,332.151041666667,250.455364583333,30.7726041666667,14.7416666666667,2.24817708333333,9.53932291666667,"Young"
60.4157574253698,19.1637503306071,483.135416666667,8.73232300579548,7.1249106950115,334.793898809524,254.568936011905,30.8654613095238,14.7188095238095,2.5946056547619,9.57003720238095,"Young"
93.089640549251,20.4311669667562,475.958333333333,10.6612262204289,7.87557870209813,337.436755952381,258.682507440476,30.958318452381,14.6959523809524,2.94103422619048,9.60075148809524,"Young"
54.7538917492598,21.0472723642985,463.90625,10.7583050429821,8.88129316791831,340.079613095238,262.796078869048,31.0511755952381,14.6730952380952,3.28746279761905,9.63146577380952,"Young"
85.6560895442963,19.875124613444,451.145833333333,10.8712335725625,9.43739530892211,342.722470238095,266.909650297619,31.1440327380952,14.6502380952381,3.63389136904762,9.66218005952381,"Young"
89.2307923998151,20.2717316945394,445.197916666667,10.39714476342,8.96075693097541,345.365327380952,271.023221726191,31.2368898809524,14.627380952381,3.98031994047619,9.69289434523809,"Young"
59.8223489625113,18.3182506561279,438.239583333333,8.8399145056804,5.74464762094715,348.00818452381,275.136793154762,31.3297470238095,14.6045238095238,4.32674851190476,9.72360863095238,"Young"
113.290312222072,18.4760201772054,430.6875,9.35647942125797,6.20810203310806,350.651041666667,279.250364583333,31.4226041666667,14.5816666666667,4.67317708333333,9.75432291666667,"Young"
83.3682319641113,20.6798960367839,425.65625,9.63500266273816,5.36095123324655,353.084077380952,281.506666666667,31.543087797619,14.2377827380952,4.79020089285714,9.75985863095238,"Young"
